Member_Id	Percent_of_customers	Percent_of_Total_Running_Sum_of_P_Q	P_Q
17796669	0.089372599	46.952162783%	42490
1785906	0.089500640	46.975981389%	42490
17785056	0.089628681	46.999799434%	42489
17873325	0.089756722	47.023467807%	42222
17882756	0.089884763	47.047136179%	42222
6065928	0.090012804	47.070804552%	42222
8832833	0.090140845	47.094466198%	42210
15983492	0.090268886	47.118029744%	42035
17945490	0.090396927	47.141590488%	42030
11974845	0.090524968	47.165132732%	41997
9003897	0.090653009	47.188674977%	41997
18024251	0.090781050	47.212214979%	41993
17770772	0.090909091	47.235747694%	41980
17978218	0.091037132	47.259280409%	41980
17693434	0.091165173	47.282768278%	41900
17719462	0.091293214	47.306256148%	41900
18100707	0.091421255	47.329744017%	41900
5665622	0.091549296	47.353231886%	41900
5715551	0.091677337	47.376719756%	41900
12489254	0.091805378	47.400151568%	41800
6094487	0.091933419	47.423583380%	41800
17860889	0.092061460	47.446995573%	41765
10885221	0.092189501	47.470371328%	41700
691488	0.092317542	47.493747084%	41700
11256518	0.092445583	47.516989984%	41463
15810683	0.092573624	47.540225597%	41450
8959977	0.092701665	47.563451680%	41433
5670868	0.092829706	47.586672718%	41424
17690698	0.092957746	47.609880303%	41400
2916465	0.093085787	47.633087887%	41400
9857163	0.093213828	47.656295472%	41400
9867743	0.093341869	47.679442515%	41292
13882163	0.093469910	47.702578346%	41272
1514792	0.093597951	47.725704088%	41254
2956924	0.093725992	47.748818618%	41234
17942135	0.093854033	47.771925300%	41220
14577291	0.093982074	47.795007316%	41176
11024336	0.094110115	47.818059063%	41122
4968077	0.094238156	47.841104082%	41110
10448810	0.094366197	47.864143495%	41100
15011814	0.094494238	47.887121246%	40990
16145018	0.094622279	47.910082180%	40960
17910145	0.094750320	47.933028539%	40934
3079534	0.094878361	47.955954157%	40897
15656123	0.095006402	47.978825400%	40800
770756	0.095134443	48.001696643%	40800
12196635	0.095262484	48.024556674%	40780
9338749	0.095390525	48.047343271%	40649
17960753	0.095518566	48.070082219%	40564
6780469	0.095646607	48.092767913%	40469
8969875	0.095774648	48.115428942%	40425
8039397	0.095902689	48.138081563%	40410
8253256	0.096030730	48.160728577%	40400
7432282	0.096158771	48.183340837%	40338
10932208	0.096286812	48.205943006%	40320
7009968	0.096414853	48.228476786%	40198
11704539	0.096542894	48.250955630%	40100
11364243	0.096670935	48.273377856%	39999
10448329	0.096798976	48.295799522%	39998
10490275	0.096927017	48.318221188%	39998
1192346	0.097055058	48.340642854%	39998
13291499	0.097183099	48.363064519%	39998
13685316	0.097311140	48.385486185%	39998
14879868	0.097439181	48.407907851%	39998
15379299	0.097567222	48.430329517%	39998
16064714	0.097695262	48.452751183%	39998
17825915	0.097823303	48.475172848%	39998
17848148	0.097951344	48.497594514%	39998
17857955	0.098079385	48.520016180%	39998
17877973	0.098207426	48.542437846%	39998
20422	0.098335467	48.564859512%	39998
4014259	0.098463508	48.587281177%	39998
4266128	0.098591549	48.609702843%	39998
4286508	0.098719590	48.632124509%	39998
5443775	0.098847631	48.654546175%	39998
668276	0.098975672	48.676967841%	39998
832007	0.099103713	48.699389507%	39998
8818029	0.099231754	48.721811172%	39998
9351745	0.099359795	48.744232838%	39998
7854520	0.099487836	48.766650019%	39990
17763172	0.099615877	48.789050384%	39960
7302483	0.099743918	48.811450748%	39960
9609382	0.099871959	48.833846627%	39952
10047061	0.1	48.856213357%	39900
12670678	0.100128041	48.878580087%	39900
13701018	0.100256082	48.900946817%	39900
17740370	0.100384123	48.923313547%	39900
3331797	0.100512164	48.945680277%	39900
5480445	0.100640205	48.968047007%	39900
6490713	0.100768246	48.990413737%	39900
7199482	0.100896287	49.012780467%	39900
9802168	0.101024328	49.035147197%	39900
17175607	0.101152369	49.057502716%	39880
11501310	0.101280410	49.079848144%	39862
10095744	0.101408451	49.102158817%	39800
101394	0.101536492	49.124469490%	39800
5392907	0.101664533	49.146780163%	39800
7034166	0.101792574	49.169090836%	39800
703831	0.101920615	49.191401509%	39800
8740283	0.102048656	49.213712182%	39800
16801056	0.102176697	49.236017250%	39790
7039296	0.102304738	49.258299894%	39750
17855032	0.102432778	49.280551707%	39695
8422166	0.102560819	49.302803520%	39695
9497835	0.102688860	49.325002080%	39600
1803656	0.102816901	49.347197275%	39594
8321691	0.102944942	49.369392471%	39594
3336397	0.103072983	49.391579819%	39580
17163801	0.103201024	49.413744183%	39539
17633961	0.103329065	49.435897896%	39520
10932443	0.103457106	49.458040399%	39500
8887843	0.103585147	49.480182901%	39500
10114605	0.103713188	49.502262058%	39387
17987301	0.103841229	49.524335050%	39376
6539715	0.103969270	49.546368801%	39306
14194172	0.104097311	49.568399190%	39300
15694970	0.104225352	49.590373521%	39200
10638849	0.104353393	49.612329914%	39168
522399	0.104481434	49.634248188%	39100
10502759	0.104609475	49.656137313%	39048
10894564	0.104737516	49.678014105%	39026
11145014	0.104865557	49.699876322%	39000
15826479	0.104993598	49.721736858%	38997
571549	0.105121639	49.743597393%	38997
9608978	0.105249680	49.765447839%	38979
8200999	0.105377721	49.787292678%	38969
698276	0.105505762	49.809132473%	38960
17701279	0.105633803	49.830957132%	38933
8805550	0.105761844	49.852777306%	38925
8068135	0.105889885	49.874590193%	38912
17182355	0.106017926	49.896396354%	38900
11761812	0.106145967	49.918168880%	38840
17499331	0.106274008	49.939925149%	38811
1348521	0.106402049	49.961675253%	38800
17942810	0.106530090	49.983425356%	38800
4157733	0.106658131	50.005159764%	38772
6846412	0.106786172	50.026848204%	38690
6761265	0.106914213	50.048535524%	38688
10129739	0.107042254	50.070150530%	38559
8560143	0.107170294	50.091757688%	38545
16257550	0.107298335	50.113359240%	38535
7192571	0.107426376	50.134941173%	38500
14247450	0.107554417	50.156522545%	38499
2395004	0.107682458	50.178098871%	38490
17870319	0.107810499	50.199624747%	38400
4119286	0.107938540	50.221150622%	38400
4909065	0.108066581	50.242676498%	38400
6083724	0.108194622	50.264196768%	38390
6142667	0.108322663	50.285700220%	38360
7900955	0.108450704	50.307203112%	38359
11612085	0.108578745	50.328704883%	38357
13111064	0.108706786	50.350174702%	38300
6018287	0.108834827	50.371644520%	38300
823645	0.108962868	50.393114339%	38300
9505221	0.109090909	50.414540433%	38222
17769883	0.109218950	50.435954194%	38200
14691420	0.109346991	50.457362350%	38190
3324307	0.109475032	50.478770506%	38190
1043150	0.109603073	50.500161845%	38160
16454256	0.109731114	50.521463492%	38000
13606509	0.109859155	50.542764580%	37999
10451573	0.109987196	50.564063424%	37995
17282332	0.110115237	50.585362269%	37995
1870074	0.110243278	50.606661114%	37995
9387568	0.110371319	50.627959959%	37995
6991529	0.110499360	50.649250395%	37980
7388931	0.110627401	50.670540831%	37980
17733591	0.110755442	50.691786422%	37900
5495319	0.110883483	50.713032012%	37900
7533182	0.111011524	50.734277603%	37900
8625482	0.111139565	50.755523193%	37900
1648510	0.111267606	50.776712727%	37800
17178537	0.111395647	50.797902261%	37800
1727360	0.111523688	50.819091795%	37800
18103516	0.111651729	50.840281328%	37800
8088831	0.111779770	50.861470862%	37800
14687246	0.111907810	50.882657593%	37795
12617541	0.112035851	50.903835915%	37780
6778022	0.112163892	50.925011434%	37775
8104080	0.112291933	50.946177985%	37759
9108525	0.112419974	50.967343974%	37758
15354107	0.112548015	50.988509404%	37757
15326071	0.112676056	51.009668666%	37746
17854483	0.112804097	51.030807749%	37710
4536796	0.112932138	51.051941226%	37700
6786641	0.113060179	51.073049477%	37655
18041038	0.113188220	51.094126896%	37600
8536380	0.113316261	51.115204316%	37600
11925626	0.113444302	51.136220073%	37490
17705526	0.113572343	51.157235830%	37490
4837410	0.113700384	51.178251587%	37490
9959881	0.113828425	51.199267344%	37490
6794580	0.113956466	51.220277496%	37480
17913423	0.114084507	51.241270830%	37450
8313715	0.114212548	51.262264164%	37450
5269240	0.114340589	51.283256938%	37449
15472991	0.114468630	51.304222244%	37400
638020	0.114596671	51.325187550%	37400
12819854	0.114724712	51.346090072%	37288
16263167	0.114852753	51.366976898%	37260
16037806	0.114980794	51.387852512%	37240
17893725	0.115108835	51.408705704%	37200
902382	0.115236876	51.429558896%	37200
3808453	0.115364917	51.450362197%	37111
16434412	0.115492958	51.471152605%	37088
18036693	0.115620999	51.491906576%	37023
8491695	0.115749040	51.512647654%	37000
560767	0.115877081	51.533383126%	36990
17108983	0.116005122	51.554068147%	36900
613459	0.116133163	51.574753168%	36900
7022406	0.116261204	51.595438189%	36900
7180902	0.116389245	51.616123210%	36900
11019983	0.116517286	51.636807110%	36898
7412538	0.116645327	51.657436074%	36800
12294396	0.116773367	51.678064478%	36799
17337792	0.116901408	51.698688957%	36792
8443686	0.117029449	51.719289893%	36750
16652932	0.117157490	51.739880738%	36732
17581891	0.117285531	51.760453645%	36700
18076922	0.117413572	51.781026552%	36700
4780496	0.117541613	51.801577036%	36660
16035402	0.117669654	51.822103416%	36617
17954373	0.117797695	51.842481245%	36352
3196565	0.117925736	51.862848423%	36333
1344225	0.118053777	51.883190935%	36289
13680654	0.118181818	51.903519434%	36264
1555912	0.118309859	51.923759363%	36106
16756243	0.118437900	51.943995928%	36100
12394540	0.118565941	51.964221282%	36080
16387364	0.118693982	51.984444954%	36077
1689899	0.118822023	52.004663020%	36067
7427316	0.118950064	52.024831757%	35979
5428023	0.119078105	52.044989842%	35960
652484	0.119206146	52.065147928%	35960
9378038	0.119334187	52.085277985%	35910
10280039	0.119462228	52.105402436%	35900
13512256	0.119590269	52.125526887%	35900
17013815	0.119718310	52.145651338%	35900
17728090	0.119846351	52.165775790%	35900
551183	0.119974392	52.185900241%	35900
8227556	0.120102433	52.206024692%	35900
9395931	0.120230474	52.226149144%	35900
9006506	0.120358515	52.246273034%	35899
8759316	0.120486556	52.266390759%	35888
16503478	0.120614597	52.286459153%	35800
12247308	0.120742638	52.306526987%	35799
11131640	0.120870679	52.326588094%	35787
9618946	0.120998720	52.346645277%	35780
10262710	0.121126761	52.366657614%	35700
15179617	0.121254802	52.386669951%	35700
12705490	0.121382843	52.406681728%	35699
15175834	0.121510883	52.426662674%	35644
5925091	0.121638924	52.446614469%	35592
10224541	0.121766965	52.466543842%	35552
15230364	0.121895006	52.486357178%	35345
8529282	0.122023047	52.506132955%	35278
17890829	0.122151088	52.525851553%	35176
310626	0.122279129	52.545477098%	35010
10461992	0.122407170	52.565097036%	35000
14412114	0.122535211	52.584716975%	35000
111306	0.122663252	52.604325702%	34980
1079487	0.122791293	52.623917612%	34950
15696703	0.122919334	52.643490463%	34916
12480027	0.123047375	52.663058268%	34907
12115574	0.123175416	52.682622150%	34900
13365911	0.123303457	52.702186032%	34900
17226349	0.123431498	52.721749913%	34900
17970564	0.123559539	52.741313795%	34900
18099809	0.123687580	52.760877677%	34900
846796	0.123815621	52.780441558%	34900
8493753	0.123943662	52.800005440%	34900
8528509	0.124071703	52.819568761%	34899
15352971	0.124199744	52.839104614%	34850
1513195	0.124327785	52.858639346%	34848
15093293	0.124455826	52.878158382%	34820
16701943	0.124583867	52.897652192%	34775
18108894	0.124711908	52.917145442%	34774
6872964	0.124839949	52.936594407%	34695
17801108	0.124967990	52.956012541%	34640
7583385	0.125096031	52.975428432%	34636
6450198	0.125224072	52.994835914%	34621
120659	0.125352113	53.014226019%	34590
4357557	0.125480154	53.033616124%	34590
13899412	0.125608195	53.053002866%	34584
7562912	0.125736236	53.072283660%	34395
12168917	0.125864277	53.091522411%	34320
8336131	0.125992318	53.110760602%	34319
15098533	0.126120359	53.129919752%	34178
178473	0.126248399	53.149040784%	34110
17750692	0.126376440	53.168159573%	34106
5961719	0.126504481	53.187263788%	34080
7614755	0.126632522	53.206367441%	34079
4038453	0.126760563	53.225468853%	34075
15751293	0.126888604	53.244534388%	34011
6611309	0.127016645	53.263593757%	34000
7075866	0.127144686	53.282653126%	34000
6689311	0.127272727	53.301672695%	33929
18065986	0.127400768	53.320676006%	33900
2424767	0.127528809	53.339679318%	33900
6385433	0.127656850	53.358682630%	33900
6915725	0.127784891	53.377685942%	33900
16855584	0.127912932	53.396683649%	33890
9925843	0.128040973	53.415680234%	33888
5210662	0.128169014	53.434675698%	33886
17973358	0.128297055	53.453622953%	33800
4673491	0.128425096	53.472570208%	33800
9972796	0.128553137	53.491517462%	33800
17991022	0.128681178	53.510447900%	33770
12250870	0.128809219	53.529367127%	33750
12304468	0.128937260	53.548168634%	33540
6345191	0.129065301	53.566953884%	33511
1102361	0.129193342	53.585732968%	33500
16004091	0.129321383	53.604512052%	33500
10971485	0.129449424	53.623214338%	33363
11785093	0.129577465	53.641914943%	33360
7238684	0.129705506	53.660600411%	33333
1418264	0.129833547	53.679261215%	33289
13299984	0.129961588	53.697872129%	33200
1616161	0.130089629	53.716483042%	33200
7591710	0.130217670	53.735093955%	33200
3186879	0.130345711	53.753704307%	33199
7231422	0.130473752	53.772309054%	33189
18122338	0.130601793	53.790897545%	33160
6939089	0.130729834	53.809486035%	33160
12130719	0.130857875	53.828068920%	33150
14075933	0.130985915	53.846566598%	32998
5546168	0.131113956	53.865062594%	32995
5997563	0.131241997	53.883558591%	32995
3767012	0.131370038	53.902051784%	32990
16228644	0.131498079	53.920536569%	32975
10590549	0.131626120	53.938979311%	32900
12581155	0.131754161	53.957422054%	32900
15043015	0.131882202	53.975864796%	32900
17710142	0.132010243	53.994307538%	32900
221512	0.132138284	54.012750281%	32900
5357018	0.132266325	54.031193023%	32900
8478552	0.132394366	54.049635765%	32900
15414798	0.132522407	54.068077947%	32899
8991320	0.132650448	54.086519007%	32897
5261812	0.132778489	54.104950538%	32880
9155573	0.132906530	54.123382069%	32880
16410114	0.133034571	54.141768754%	32800
17837069	0.133162612	54.160155440%	32800
5919555	0.133290653	54.178542125%	32800
16684978	0.133418694	54.196906388%	32760
8705179	0.133546735	54.215240940%	32707
15349737	0.133674776	54.233571568%	32700
4316702	0.133802817	54.251902196%	32700
17733290	0.133930858	54.270226098%	32688
266835	0.134058899	54.288489458%	32580
8140290	0.134186940	54.306736001%	32550
6655636	0.134314981	54.324960121%	32510
3341378	0.134443022	54.343173030%	32490
14523250	0.134571063	54.361384817%	32488
1703096	0.134699104	54.379572500%	32445
14803320	0.134827145	54.397734958%	32400
10837690	0.134955186	54.415839116%	32296
6072430	0.135083227	54.433934305%	32280
7726978	0.135211268	54.452005390%	32237
825341	0.135339309	54.470033310%	32160
13892058	0.135467350	54.488047217%	32135
9085347	0.135595391	54.506059441%	32132
819378	0.135723431	54.524064379%	32119
6878596	0.135851472	54.542058665%	32100
10824909	0.135979513	54.560027726%	32055
17919053	0.136107554	54.577971001%	32009
7131737	0.136235595	54.595909230%	32000
16639916	0.136363636	54.613846899%	31999
8097440	0.136491677	54.631779523%	31990
13512332	0.136619718	54.649695330%	31960
14527786	0.136747759	54.667611137%	31960
14527805	0.136875800	54.685526944%	31960
14527821	0.137003841	54.703442750%	31960
14527822	0.137131882	54.721358557%	31960
8004118	0.137259923	54.739274364%	31960
93412	0.137387964	54.757190171%	31960
17574984	0.137516005	54.775083555%	31920
5909265	0.137644046	54.792976939%	31920
18077862	0.137772087	54.810859111%	31900
16850470	0.137900128	54.828730073%	31880
1533286	0.138028169	54.846556188%	31800
16825399	0.138156210	54.864382304%	31800
